TC001878	NC_007416.3:278810..283689	gene47|BEETLEBASE:TC001878|AUGUSTUS-3.0.2_01878|AUGUSTUS-3.0.2_01878|AUGUSTUS-3.0.2_01878|TcasGA2_TC001878
TC034514	NC_007416.3:284259..285268	gene48|gene48|AUGUSTUS-3.0.2_34514|AUGUSTUS-3.0.2_34514|AUGUSTUS-3.0.2_34514|TcasGA2_TC034514
TC031771	NC_007416.3:285447..293651	gene49|gene49|AUGUSTUS-3.0.2_31771|AUGUSTUS-3.0.2_31771|AUGUSTUS-3.0.2_31771|TcasGA2_TC031771;old_locus_tag=TcasGA2_TC001879%2CTcasGA2_TC001880
TC034515	NC_007416.3:295310..307504	gene50|gene50|AUGUSTUS-3.0.2_34515|AUGUSTUS-3.0.2_34515|AUGUSTUS-3.0.2_34515|TcasGA2_TC034515
TC034516	NC_007416.3:308175..374088	gene51|gene51|AUGUSTUS-3.0.2_34516|AUGUSTUS-3.0.2_34516|AUGUSTUS-3.0.2_34516|TcasGA2_TC034516
TC001871	NC_007416.3:322877..351814	gene52|BEETLEBASE:TC001871|GLEAN_01871|GLEAN_01871|GLEAN_01871|TcasGA2_TC001871
TC001882	NC_007416.3:335497..347895	gene53|BEETLEBASE:TC001882|GLEAN_01882|GLEAN_01882|GLEAN_01882|TcasGA2_TC001882
TC001870	NC_007416.3:353813..365659	gene54|BEETLEBASE:TC001870|GLEAN_01870|GLEAN_01870|GLEAN_01870|TcasGA2_TC001870
TC001869	NC_007416.3:377815..379804	gene55|BEETLEBASE:TC001869|GLEAN_01869|GLEAN_01869|GLEAN_01869|TcasGA2_TC001869
TC001868	NC_007416.3:413088..413294	gene56|BEETLEBASE:TC001868|GLEAN_01868|GLEAN_01868|GLEAN_01868|TcasGA2_TC001868
TC001883	NC_007416.3:461354..462028	gene57|BEETLEBASE:TC001883|GLEAN_01883|GLEAN_01883|GLEAN_01883|TcasGA2_TC001883
TC001884	NC_007416.3:470759..479065	gene58|BEETLEBASE:TC001884|GLEAN_01884|GLEAN_01884|GLEAN_01884|TcasGA2_TC001884
TC001885	NC_007416.3:489352..491825	gene59|BEETLEBASE:TC001885|AUGUSTUS-3.0.2_01885|AUGUSTUS-3.0.2_01885|AUGUSTUS-3.0.2_01885|TcasGA2_TC001885
TC001886	NC_007416.3:492164..493062	gene60|BEETLEBASE:TC001886|GLEAN_01886|GLEAN_01886|GLEAN_01886|TcasGA2_TC001886
TC001867	NC_007416.3:493730..503940	gene61|BEETLEBASE:TC001867|AUGUSTUS-3.0.2_01867|AUGUSTUS-3.0.2_01867|AUGUSTUS-3.0.2_01867|TcasGA2_TC001867
TC001866	NC_007416.3:505217..509580	gene62|BEETLEBASE:TC001866|AUGUSTUS-3.0.2_01866|AUGUSTUS-3.0.2_01866|AUGUSTUS-3.0.2_01866|TcasGA2_TC001866
TC031773	NC_007416.3:512212..519273	gene63|gene63|AUGUSTUS-3.0.2_31773|AUGUSTUS-3.0.2_31773|AUGUSTUS-3.0.2_31773|TcasGA2_TC031773
TC031774	NC_007416.3:519289..520750	gene64|gene64|AUGUSTUS-3.0.2_31774|AUGUSTUS-3.0.2_31774|AUGUSTUS-3.0.2_31774|TcasGA2_TC031774
TC001865	NC_007416.3:520803..529610	gene65|BEETLEBASE:TC001865|AUGUSTUS-3.0.2_01865|AUGUSTUS-3.0.2_01865|AUGUSTUS-3.0.2_01865|TcasGA2_TC001865
TC001864	NC_007416.3:531953..541688	gene66|BEETLEBASE:TC001864|AUGUSTUS-3.0.2_01864|AUGUSTUS-3.0.2_01864|AUGUSTUS-3.0.2_01864|TcasGA2_TC001864
TC001887	NC_007416.3:545762..558076	gene67|BEETLEBASE:TC001887|AUGUSTUS-3.0.2_01887|AUGUSTUS-3.0.2_01887|AUGUSTUS-3.0.2_01887|TcasGA2_TC001887
TC001863	NC_007416.3:558079..559220	gene68|BEETLEBASE:TC001863|AUGUSTUS-3.0.2_01863|AUGUSTUS-3.0.2_01863|AUGUSTUS-3.0.2_01863|TcasGA2_TC001863
TC001888	NC_007416.3:559322..567715	gene69|BEETLEBASE:TC001888|AUGUSTUS-3.0.2_01888|AUGUSTUS-3.0.2_01888|AUGUSTUS-3.0.2_01888|TcasGA2_TC001888
TC001862	NC_007416.3:568145..569040	gene70|BEETLEBASE:TC001862|AUGUSTUS-3.0.2_01862|AUGUSTUS-3.0.2_01862|AUGUSTUS-3.0.2_01862|TcasGA2_TC001862
TC001889	NC_007416.3:569255..578689	gene71|BEETLEBASE:TC001889|AUGUSTUS-3.0.2_01889|AUGUSTUS-3.0.2_01889|AUGUSTUS-3.0.2_01889|TcasGA2_TC001889
TC004649	NC_007416.3:834012..834233	gene72|BEETLEBASE:TC004649|GLEAN_04649|GLEAN_04649|GLEAN_04649|TcasGA2_TC004649
TC004713	NC_007416.3:847728..856099	gene73|BEETLEBASE:TC004713|AUGUSTUS-3.0.2_04713|AUGUSTUS-3.0.2_04713|AUGUSTUS-3.0.2_04713|TcasGA2_TC004713
TC004651	NC_007416.3:860811..861882	gene74|BEETLEBASE:TC004651|AUGUSTUS-3.0.2_04651|AUGUSTUS-3.0.2_04651|AUGUSTUS-3.0.2_04651|TcasGA2_TC004651
TC004712	NC_007416.3:863158..868269	gene75|BEETLEBASE:TC004712|AUGUSTUS-3.0.2_04712|AUGUSTUS-3.0.2_04712|AUGUSTUS-3.0.2_04712|TcasGA2_TC004712
TC004652	NC_007416.3:869841..871302	gene76|BEETLEBASE:TC004652|AUGUSTUS-3.0.2_04652|AUGUSTUS-3.0.2_04652|AUGUSTUS-3.0.2_04652|TcasGA2_TC004652
TC004653	NC_007416.3:871631..872703	gene77|BEETLEBASE:TC004653|AUGUSTUS-3.0.2_04653|AUGUSTUS-3.0.2_04653|AUGUSTUS-3.0.2_04653|TcasGA2_TC004653
TC004654	NC_007416.3:873661..882035	gene78|BEETLEBASE:TC004654|AUGUSTUS-3.0.2_04654|AUGUSTUS-3.0.2_04654|AUGUSTUS-3.0.2_04654|TcasGA2_TC004654
TC004711	NC_007416.3:882042..886569	gene79|BEETLEBASE:TC004711|AUGUSTUS-3.0.2_04711|AUGUSTUS-3.0.2_04711|AUGUSTUS-3.0.2_04711|TcasGA2_TC004711
TC031479	NC_007416.3:889302..898288	gene80|gene80|AUGUSTUS-3.0.2_31479|AUGUSTUS-3.0.2_31479|AUGUSTUS-3.0.2_31479|TcasGA2_TC031479;old_locus_tag=TcasGA2_TC004710
TC031478	NC_007416.3:898752..909128	gene81|gene81|AUGUSTUS-3.0.2_31478|AUGUSTUS-3.0.2_31478|AUGUSTUS-3.0.2_31478|TcasGA2_TC031478;old_locus_tag=TcasGA2_TC004710
TC004709	NC_007416.3:909579..924728	gene82|BEETLEBASE:TC004709|AUGUSTUS-3.0.2_04709|AUGUSTUS-3.0.2_04709|AUGUSTUS-3.0.2_04709|TcasGA2_TC004709
TC004708	NC_007416.3:956287..973525	gene83|BEETLEBASE:TC004708|AUGUSTUS-3.0.2_04708|AUGUSTUS-3.0.2_04708|AUGUSTUS-3.0.2_04708|TcasGA2_TC004708
TC004706	NC_007416.3:973642..1009925	gene84|BEETLEBASE:TC004706|AUGUSTUS-3.0.2_04706|AUGUSTUS-3.0.2_04706|AUGUSTUS-3.0.2_04706|TcasGA2_TC004706
TC004707	NC_007416.3:990694..990942	gene85|BEETLEBASE:TC004707|GLEAN_04707|GLEAN_04707|GLEAN_04707|TcasGA2_TC004707
TC004655	NC_007416.3:1022097..1023494	gene86|BEETLEBASE:TC004655|AUGUSTUS-3.0.2_04655|AUGUSTUS-3.0.2_04655|AUGUSTUS-3.0.2_04655|TcasGA2_TC004655
TC004656	NC_007416.3:1023817..1025031	gene87|BEETLEBASE:TC004656|AUGUSTUS-3.0.2_04656|AUGUSTUS-3.0.2_04656|AUGUSTUS-3.0.2_04656|TcasGA2_TC004656
TC004657	NC_007416.3:1026757..1027999	gene88|BEETLEBASE:TC004657|AUGUSTUS-3.0.2_04657|AUGUSTUS-3.0.2_04657|AUGUSTUS-3.0.2_04657|TcasGA2_TC004657
TC031477	NC_007416.3:1028001..1028595	gene89|gene89|AUGUSTUS-3.0.2_31477|AUGUSTUS-3.0.2_31477|AUGUSTUS-3.0.2_31477|TcasGA2_TC031477
TC004658	NC_007416.3:1028687..1031504	gene90|BEETLEBASE:TC004658|AUGUSTUS-3.0.2_04658|AUGUSTUS-3.0.2_04658|AUGUSTUS-3.0.2_04658|TcasGA2_TC004658
TC004705	NC_007416.3:1030103..1031485	gene91|BEETLEBASE:TC004705|AUGUSTUS-3.0.2_04705|AUGUSTUS-3.0.2_04705|AUGUSTUS-3.0.2_04705|TcasGA2_TC004705
TC004704	NC_007416.3:1031542..1032245	gene92|BEETLEBASE:TC004704|AUGUSTUS-3.0.2_04704|AUGUSTUS-3.0.2_04704|AUGUSTUS-3.0.2_04704|TcasGA2_TC004704
TC004659	NC_007416.3:1040740..1105685	gene93|BEETLEBASE:TC004659|AUGUSTUS-3.0.2_04659|AUGUSTUS-3.0.2_04659|AUGUSTUS-3.0.2_04659|TcasGA2_TC004659
TC004660	NC_007416.3:1112658..1127519	gene94|BEETLEBASE:TC004660|GLEAN_04660|GLEAN_04660|GLEAN_04660|TcasGA2_TC004660
TC004661	NC_007416.3:1126687..1131777	gene95|BEETLEBASE:TC004661|AUGUSTUS-3.0.2_04661|AUGUSTUS-3.0.2_04661|AUGUSTUS-3.0.2_04661|TcasGA2_TC004661
TC004662	NC_007416.3:1131837..1133946	gene96|BEETLEBASE:TC004662|AUGUSTUS-3.0.2_04662|AUGUSTUS-3.0.2_04662|AUGUSTUS-3.0.2_04662|TcasGA2_TC004662
TC004663	NC_007416.3:1133997..1137323	gene97|BEETLEBASE:TC004663|AUGUSTUS-3.0.2_04663|AUGUSTUS-3.0.2_04663|AUGUSTUS-3.0.2_04663|TcasGA2_TC004663
TC004703	NC_007416.3:1137357..1138635	gene98|BEETLEBASE:TC004703|AUGUSTUS-3.0.2_04703|AUGUSTUS-3.0.2_04703|AUGUSTUS-3.0.2_04703|TcasGA2_TC004703
TC001640	NC_007416.3:1175039..1180392	gene99|BEETLEBASE:TC001640|AUGUSTUS-3.0.2_01640|AUGUSTUS-3.0.2_01640|AUGUSTUS-3.0.2_01640|TcasGA2_TC001640
TC001639	NC_007416.3:1180461..1189182	gene100|BEETLEBASE:TC001639|AUGUSTUS-3.0.2_01639|AUGUSTUS-3.0.2_01639|AUGUSTUS-3.0.2_01639|TcasGA2_TC001639
TC001600	NC_007416.3:1189344..1192486	gene101|BEETLEBASE:TC001600|AUGUSTUS-3.0.2_01600|AUGUSTUS-3.0.2_01600|AUGUSTUS-3.0.2_01600|TcasGA2_TC001600
TC001638	NC_007416.3:1193309..1194322	gene102|BEETLEBASE:TC001638|AUGUSTUS-3.0.2_01638|AUGUSTUS-3.0.2_01638|AUGUSTUS-3.0.2_01638|TcasGA2_TC001638
TC001637	NC_007416.3:1194611..1201873	gene103|BEETLEBASE:TC001637|AUGUSTUS-3.0.2_01637|AUGUSTUS-3.0.2_01637|AUGUSTUS-3.0.2_01637|TcasGA2_TC001637
TC001601	NC_007416.3:1205179..1210999	gene104|BEETLEBASE:TC001601|AUGUSTUS-3.0.2_01601|AUGUSTUS-3.0.2_01601|AUGUSTUS-3.0.2_01601|TcasGA2_TC001601
TC001636	NC_007416.3:1211022..1213687	gene105|BEETLEBASE:TC001636|AUGUSTUS-3.0.2_01636|AUGUSTUS-3.0.2_01636|AUGUSTUS-3.0.2_01636|TcasGA2_TC001636
TC001602	NC_007416.3:1214519..1228526	gene106|BEETLEBASE:TC001602|AUGUSTUS-3.0.2_01602|AUGUSTUS-3.0.2_01602|AUGUSTUS-3.0.2_01602|TcasGA2_TC001602
TC001635	NC_007416.3:1226923..1233607	gene107|BEETLEBASE:TC001635|AUGUSTUS-3.0.2_01635|AUGUSTUS-3.0.2_01635|AUGUSTUS-3.0.2_01635|TcasGA2_TC001635
TC001634	NC_007416.3:1233836..1237517	gene108|BEETLEBASE:TC001634|AUGUSTUS-3.0.2_01634|AUGUSTUS-3.0.2_01634|AUGUSTUS-3.0.2_01634|TcasGA2_TC001634
TC001633	NC_007416.3:1238092..1240327	gene109|BEETLEBASE:TC001633|AUGUSTUS-3.0.2_01633|AUGUSTUS-3.0.2_01633|AUGUSTUS-3.0.2_01633|TcasGA2_TC001633
TC001632	NC_007416.3:1243561..1251337	gene110|BEETLEBASE:TC001632|AUGUSTUS-3.0.2_01632|AUGUSTUS-3.0.2_01632|AUGUSTUS-3.0.2_01632|TcasGA2_TC001632
TC001603	NC_007416.3:1250553..1250723	gene111|BEETLEBASE:TC001603|GLEAN_01603|GLEAN_01603|GLEAN_01603|TcasGA2_TC001603
TC001604	NC_007416.3:1251761..1257475	gene112|BEETLEBASE:TC001604|AUGUSTUS-3.0.2_01604|AUGUSTUS-3.0.2_01604|AUGUSTUS-3.0.2_01604|TcasGA2_TC001604
TC001631	NC_007416.3:1257639..1261257	gene113|BEETLEBASE:TC001631|AUGUSTUS-3.0.2_01631|AUGUSTUS-3.0.2_01631|AUGUSTUS-3.0.2_01631|TcasGA2_TC001631
TC001605	NC_007416.3:1263954..1264185	gene114|BEETLEBASE:TC001605|GLEAN_01605|GLEAN_01605|GLEAN_01605|TcasGA2_TC001605
TC001606	NC_007416.3:1264049..1265980	gene115|BEETLEBASE:TC001606|AUGUSTUS-3.0.2_01606|AUGUSTUS-3.0.2_01606|AUGUSTUS-3.0.2_01606|TcasGA2_TC001606
TC001607	NC_007416.3:1268719..1275997	gene116|BEETLEBASE:TC001607|AUGUSTUS-3.0.2_01607|AUGUSTUS-3.0.2_01607|AUGUSTUS-3.0.2_01607|TcasGA2_TC001607
TC001630	NC_007416.3:1276571..1279227	gene117|BEETLEBASE:TC001630|AUGUSTUS-3.0.2_01630|AUGUSTUS-3.0.2_01630|AUGUSTUS-3.0.2_01630|TcasGA2_TC001630
TC031483	NC_007416.3:1279415..1283237	gene118|gene118|AUGUSTUS-3.0.2_31483|AUGUSTUS-3.0.2_31483|AUGUSTUS-3.0.2_31483|TcasGA2_TC031483;old_locus_tag=TcasGA2_TC001628%2CTcasGA2_TC001629
TC001627	NC_007416.3:1289589..1289892	gene119|BEETLEBASE:TC001627|GLEAN_01627|GLEAN_01627|GLEAN_01627|TcasGA2_TC001627
TC001608	NC_007416.3:1295905..1298364	gene120|BEETLEBASE:TC001608|GLEAN_01608|GLEAN_01608|GLEAN_01608|TcasGA2_TC001608
TC001626	NC_007416.3:1302002..1302537	gene121|BEETLEBASE:TC001626|GLEAN_01626|GLEAN_01626|GLEAN_01626|TcasGA2_TC001626
TC031482	NC_007416.3:1305693..1306007	gene122|gene122|AUGUSTUS-3.0.2_31482|AUGUSTUS-3.0.2_31482|AUGUSTUS-3.0.2_31482|TcasGA2_TC031482
TC031481	NC_007416.3:1305839..1312734	gene123|gene123|AUGUSTUS-3.0.2_31481|AUGUSTUS-3.0.2_31481|AUGUSTUS-3.0.2_31481|TcasGA2_TC031481
TC030879	NC_007416.3:1313091..1321263	gene124|gene124|AUGUSTUS-3.0.2_30879|AUGUSTUS-3.0.2_30879|AUGUSTUS-3.0.2_30879|TcasGA2_TC030879;old_locus_tag=TcasGA2_TC001610%2CTcasGA2_TC001611
TC001625	NC_007416.3:1314965..1317749	gene125|BEETLEBASE:TC001625|AUGUSTUS-3.0.2_01625|AUGUSTUS-3.0.2_01625|AUGUSTUS-3.0.2_01625|TcasGA2_TC001625
TC001612	NC_007416.3:1323561..1325761	gene126|BEETLEBASE:TC001612|AUGUSTUS-3.0.2_01612|AUGUSTUS-3.0.2_01612|AUGUSTUS-3.0.2_01612|TcasGA2_TC001612
TC001613	NC_007416.3:1327031..1338309	gene127|BEETLEBASE:TC001613|AUGUSTUS-3.0.2_01613|AUGUSTUS-3.0.2_01613|AUGUSTUS-3.0.2_01613|TcasGA2_TC001613
TC001624	NC_007416.3:1338678..1342057	gene128|BEETLEBASE:TC001624|GLEAN_01624|GLEAN_01624|GLEAN_01624|TcasGA2_TC001624
TC001614	NC_007416.3:1341772..1342008	gene129|BEETLEBASE:TC001614|GLEAN_01614|GLEAN_01614|GLEAN_01614|TcasGA2_TC001614
TC001615	NC_007416.3:1342291..1343846	gene130|BEETLEBASE:TC001615|AUGUSTUS-3.0.2_01615|AUGUSTUS-3.0.2_01615|AUGUSTUS-3.0.2_01615|TcasGA2_TC001615
TC001623	NC_007416.3:1344211..1350089	gene131|BEETLEBASE:TC001623|AUGUSTUS-3.0.2_01623|AUGUSTUS-3.0.2_01623|AUGUSTUS-3.0.2_01623|TcasGA2_TC001623
TC001622	NC_007416.3:1350358..1354869	gene132|BEETLEBASE:TC001622|AUGUSTUS-3.0.2_01622|AUGUSTUS-3.0.2_01622|AUGUSTUS-3.0.2_01622|TcasGA2_TC001622
TC001621	NC_007416.3:1354475..1359979	gene133|BEETLEBASE:TC001621|AUGUSTUS-3.0.2_01621|AUGUSTUS-3.0.2_01621|AUGUSTUS-3.0.2_01621|TcasGA2_TC001621
TC001620	NC_007416.3:1361348..1362809	gene134|BEETLEBASE:TC001620|AUGUSTUS-3.0.2_01620|AUGUSTUS-3.0.2_01620|AUGUSTUS-3.0.2_01620|TcasGA2_TC001620
TC031480	NC_007416.3:1363791..1364254	gene135|gene135|AUGUSTUS-3.0.2_31480|AUGUSTUS-3.0.2_31480|AUGUSTUS-3.0.2_31480|TcasGA2_TC031480
TC001619	NC_007416.3:1368022..1368375	gene136|BEETLEBASE:TC001619|GLEAN_01619|GLEAN_01619|GLEAN_01619|TcasGA2_TC001619
TC001616	NC_007416.3:1368171..1380308	gene137|BEETLEBASE:TC001616|AUGUSTUS-3.0.2_01616|AUGUSTUS-3.0.2_01616|AUGUSTUS-3.0.2_01616|TcasGA2_TC001616
TC001618	NC_007416.3:1380823..1382324	gene138|BEETLEBASE:TC001618|AUGUSTUS-3.0.2_01618|AUGUSTUS-3.0.2_01618|AUGUSTUS-3.0.2_01618|TcasGA2_TC001618
TC001617	NC_007416.3:1384531..1386329	gene139|BEETLEBASE:TC001617|AUGUSTUS-3.0.2_01617|AUGUSTUS-3.0.2_01617|AUGUSTUS-3.0.2_01617|TcasGA2_TC001617
